"","Number.of.Vehicles","Accident.Date","Time..24hr.","X1st.Road.Class","Road.Surface","Lighting.Conditions","Daylight.Dark","Weather.Conditions","Local.Authority","Type.of.Vehicle","Casualty.Class","Casualty.Severity","Sex.of.Casualty","Age.of.Casualty"
"855",1,"02/12/2016",904,"6","1",1,"Daylight",1,"Calderdale",9,3,3,2,72
"856",2,"02/12/2016",1511,"3","1",1,"Daylight",1,"Calderdale",9,1,3,1,43
"857",1,"03/12/2016",836,"4","2",1,"Daylight",1,"Calderdale",8,1,3,1,38
"858",2,"04/12/2016",1134,"3","2",1,"Daylight",1,"Calderdale",9,2,3,2,33
"859",1,"04/12/2016",1330,"6","1",1,"Daylight",1,"Calderdale",9,1,1,1,80
"860",1,"06/12/2016",1115,"6","1",1,"Daylight",1,"Calderdale",9,3,3,2,82
"861",2,"07/12/2016",1800,"6","1",4,"Dark",1,"Calderdale",9,1,3,2,38
"862",2,"08/12/2016",1815,"6","1",4,"Dark",1,"Calderdale",1,1,3,1,29
"863",2,"08/12/2016",1615,"1","2",4,"Dark",7,"Calderdale",9,2,2,1,36
"864",1,"08/12/2016",1829,"6","1",4,"Dark",1,"Calderdale",9,3,3,1,21
"865",2,"08/12/2016",2058,"6","1",4,"Dark",1,"Calderdale",9,1,3,2,35
"866",2,"08/12/2016",2058,"6","1",4,"Dark",1,"Calderdale",9,2,3,2,49
"867",2,"08/12/2016",2058,"6","1",4,"Dark",1,"Calderdale",9,2,3,2,7
"868",2,"08/12/2016",2058,"6","1",4,"Dark",1,"Calderdale",9,2,3,1,18
"869",1,"09/12/2016",2045,"3","2",4,"Dark",1,"Calderdale",9,1,3,1,43
"870",2,"11/12/2016",2115,"6","2",4,"Dark",1,"Calderdale",9,1,3,2,51
"871",2,"11/12/2016",2115,"6","2",4,"Dark",1,"Calderdale",9,2,3,2,45
"872",1,"12/12/2016",1318,"6","1",1,"Daylight",1,"Calderdale",9,3,2,2,72
"873",3,"14/12/2016",2039,"3","1",4,"Dark",1,"Calderdale",9,1,1,1,29
"874",3,"15/12/2016",1609,"1","1",4,"Dark",1,"Calderdale",9,1,3,1,53
"875",2,"14/12/2016",1800,"6","1",4,"Dark",1,"Calderdale",9,2,3,2,59
"876",2,"16/12/2016",1730,"3","1",4,"Dark",1,"Calderdale",5,1,3,1,50
"877",1,"16/12/2016",2238,"6","1",4,"Dark",1,"Calderdale",9,3,3,1,15
"878",2,"18/12/2016",405,"3","1",4,"Dark",1,"Calderdale",8,1,3,1,32
"879",2,"18/12/2016",1700,"3","1",4,"Dark",1,"Calderdale",5,1,3,1,33
"880",1,"19/12/2016",1000,"1","1",1,"Daylight",1,"Calderdale",9,1,3,2,34
"881",2,"19/12/2016",1643,"3","2",4,"Dark",1,"Calderdale",3,1,3,1,17
"882",2,"19/12/2016",1710,"3","2",4,"Dark",1,"Calderdale",3,1,3,1,17
"883",1,"22/12/2016",1555,"3","1",1,"Daylight",1,"Calderdale",8,3,3,1,82
"884",2,"23/12/2016",1800,"6","2",4,"Dark",5,"Calderdale",9,1,3,1,22
"885",1,"23/12/2016",2050,"3","2",4,"Dark",2,"Calderdale",8,3,2,1,26
"886",2,"24/12/2016",1325,"6","2",1,"Daylight",2,"Calderdale",9,1,3,2,43
"887",2,"24/12/2016",1325,"6","2",1,"Daylight",2,"Calderdale",9,2,3,1,15
"888",2,"26/12/2016",2304,"6","1",4,"Dark",1,"Calderdale",8,2,2,2,26
"889",2,"26/12/2016",2304,"6","1",4,"Dark",1,"Calderdale",8,1,2,1,66
"890",4,"31/12/2016",2346,"6","2",4,"Dark",2,"Calderdale",9,1,3,1,27
"891",3,"04/01/2015",1200,"3","2",1,"Daylight",1,"Calderdale",1,1,3,1,18
"892",3,"04/01/2015",1200,"3","2",1,"Daylight",1,"Calderdale",1,1,3,1,19
"893",1,"06/01/2015",1130,"6","2",1,"Daylight",2,"Calderdale",8,2,3,1,2
"894",1,"07/01/2015",848,"6","2",1,"Daylight",1,"Calderdale",21,1,2,1,64
"895",2,"07/01/2015",826,"6","2",1,"Daylight",1,"Calderdale",9,1,3,1,29
"896",2,"09/01/2015",2335,"3","4",1,"Daylight",1,"Calderdale",9,1,2,1,64
"897",2,"10/01/2015",2330,"3","2",4,"Dark",5,"Calderdale",9,1,3,1,44
"898",2,"11/01/2015",1110,"6","4",4,"Dark",6,"Calderdale",9,2,3,2,44
"899",2,"11/01/2015",1110,"6","4",4,"Dark",6,"Calderdale",9,2,3,2,22
"900",2,"11/01/2015",1110,"6","4",4,"Dark",6,"Calderdale",9,2,3,1,8
"901",2,"11/01/2015",1110,"6","4",4,"Dark",6,"Calderdale",9,2,3,2,20
"902",2,"11/01/2015",1430,"6","2",1,"Daylight",1,"Calderdale",9,1,3,1,18
"903",2,"12/01/2015",1118,"1","2",1,"Daylight",5,"Calderdale",9,1,3,1,30
"904",2,"12/01/2015",1118,"1","2",1,"Daylight",5,"Calderdale",9,1,3,2,32
"905",2,"14/01/2015",1557,"6","2",1,"Daylight",1,"Calderdale",9,2,3,2,83
"906",2,"14/01/2015",1557,"6","2",1,"Daylight",1,"Calderdale",8,1,3,1,42
"907",2,"14/01/2015",1557,"6","2",1,"Daylight",1,"Calderdale",8,2,3,2,20
"908",2,"14/01/2015",1557,"6","2",1,"Daylight",1,"Calderdale",9,1,2,1,82
"909",1,"15/01/2015",1615,"6","1",1,"Daylight",1,"Calderdale",9,3,2,2,13
"910",1,"15/01/2015",1515,"6","2",1,"Daylight",2,"Calderdale",9,3,3,1,66
"911",2,"17/01/2015",610,"3","2",4,"Dark",1,"Calderdale",9,1,3,2,44
"912",2,"17/01/2015",610,"3","2",4,"Dark",1,"Calderdale",9,1,3,1,38
"913",3,"20/01/2015",830,"1","2",1,"Daylight",8,"Calderdale",9,1,3,1,29
"914",3,"20/01/2015",830,"1","2",1,"Daylight",8,"Calderdale",9,1,3,2,29
"915",2,"21/01/2015",1328,"6","3",1,"Daylight",3,"Calderdale",9,1,3,2,26
"916",2,"23/01/2015",1825,"6","2",4,"Dark",5,"Calderdale",9,1,2,2,34
"917",2,"23/01/2015",1825,"6","2",4,"Dark",5,"Calderdale",9,1,3,2,27
"918",2,"23/01/2015",1825,"6","2",4,"Dark",5,"Calderdale",9,2,3,2,NA
"919",3,"26/01/2015",1112,"6","1",1,"Daylight",1,"Calderdale",9,1,3,2,45
"920",1,"26/01/2015",1500,"3","1",1,"Daylight",1,"Calderdale",9,3,3,1,57
"921",1,"27/01/2015",1637,"4","1",4,"Dark",1,"Calderdale",9,1,3,1,18
"922",1,"27/01/2015",1637,"4","1",4,"Dark",1,"Calderdale",9,2,3,1,17
"923",1,"27/01/2015",1637,"4","1",4,"Dark",1,"Calderdale",9,2,3,1,16
"924",1,"27/01/2015",1637,"4","1",4,"Dark",1,"Calderdale",9,2,3,1,17
"925",1,"28/01/2015",1604,"4","2",1,"Daylight",4,"Calderdale",9,3,3,2,13
"926",1,"28/01/2015",1604,"4","2",1,"Daylight",4,"Calderdale",9,3,3,2,37
"927",1,"28/01/2015",1735,"6","2",4,"Dark",5,"Calderdale",9,3,3,1,16
"928",2,"30/01/2015",1000,"4","2",1,"Daylight",1,"Calderdale",1,1,2,1,50
"929",2,"31/01/2015",955,"3","1",1,"Daylight",1,"Calderdale",9,1,3,1,45
"930",2,"31/01/2015",955,"3","1",1,"Daylight",1,"Calderdale",9,1,3,2,64
"931",1,"31/01/2015",1145,"6","3",1,"Daylight",1,"Calderdale",9,3,3,1,79
"932",2,"04/02/2015",1310,"3","1",1,"Daylight",1,"Calderdale",1,1,3,1,23
"933",1,"05/02/2015",1525,"3","1",1,"Daylight",1,"Calderdale",9,1,3,2,68
"934",1,"06/02/2015",1215,"6","1",1,"Daylight",1,"Calderdale",20,3,3,2,69
"935",3,"06/02/2015",2257,"3","1",1,"Daylight",1,"Calderdale",9,1,3,1,48
"936",1,"08/02/2015",130,"4","2",4,"Dark",1,"Calderdale",9,1,3,1,40
"937",3,"08/02/2015",1034,"3","1",1,"Daylight",1,"Calderdale",9,2,3,2,7
"938",3,"08/02/2015",1034,"3","1",1,"Daylight",1,"Calderdale",9,2,3,1,3
"939",3,"08/02/2015",1034,"3","1",1,"Daylight",1,"Calderdale",9,2,3,2,36
"940",3,"08/02/2015",1034,"3","1",1,"Daylight",1,"Calderdale",9,1,3,1,42
"941",2,"08/02/2015",1050,"3","1",1,"Daylight",1,"Calderdale",9,1,3,1,47
"942",1,"09/02/2015",1005,"6","1",1,"Daylight",1,"Calderdale",9,3,3,1,85
"943",3,"09/02/2015",1141,"3","1",1,"Daylight",1,"Calderdale",9,1,2,2,66
"944",3,"09/02/2015",1141,"3","1",1,"Daylight",1,"Calderdale",9,2,3,1,67
"945",2,"11/02/2015",1428,"6","1",1,"Daylight",1,"Calderdale",9,1,3,1,33
"946",1,"13/02/2015",1109,"1","2",1,"Daylight",1,"Calderdale",21,1,3,1,28
"947",4,"14/02/2015",2030,"3","2",4,"Dark",1,"Calderdale",9,2,1,2,44
"948",4,"14/02/2015",2030,"3","2",4,"Dark",1,"Calderdale",9,1,2,1,34
"949",4,"14/02/2015",2030,"3","2",4,"Dark",1,"Calderdale",9,1,3,1,46
"950",4,"14/02/2015",2030,"3","2",4,"Dark",1,"Calderdale",9,2,3,2,52
"951",4,"14/02/2015",2030,"3","2",4,"Dark",1,"Calderdale",9,2,3,2,14
"952",4,"14/02/2015",2030,"3","2",4,"Dark",1,"Calderdale",9,2,3,2,14
"953",4,"14/02/2015",2030,"3","2",4,"Dark",1,"Calderdale",9,2,3,1,15
"954",2,"16/02/2015",1030,"3","1",1,"Daylight",1,"Calderdale",9,1,3,1,68
"955",2,"16/02/2015",1239,"3","1",1,"Daylight",1,"Calderdale",9,1,3,2,34
"956",2,"16/02/2015",1915,"1","1",4,"Dark",1,"Calderdale",9,1,3,2,47
"957",2,"17/02/2015",1555,"3","1",1,"Daylight",1,"Calderdale",3,1,3,1,29
"958",1,"18/02/2015",1505,"6","1",1,"Daylight",1,"Calderdale",9,3,3,2,76
"959",2,"18/02/2015",1820,"6","1",4,"Dark",1,"Calderdale",9,1,3,2,39
"960",1,"21/02/2015",1335,"6","1",1,"Daylight",1,"Calderdale",9,3,2,2,76
"961",2,"25/02/2015",815,"6","1",1,"Daylight",1,"Calderdale",9,1,3,2,36
"962",2,"27/02/2015",840,"3","1",1,"Daylight",1,"Calderdale",9,1,3,1,45
"963",2,"27/02/2015",840,"3","1",1,"Daylight",1,"Calderdale",9,1,3,2,45
"964",2,"27/02/2015",1515,"6","1",1,"Daylight",1,"Calderdale",9,1,3,1,48
"965",3,"27/02/2015",2120,"3","1",7,"Dark",1,"Calderdale",9,1,3,2,45
"966",1,"28/02/2015",1654,"3","2",1,"Daylight",2,"Calderdale",9,1,3,1,22
"967",1,"28/02/2015",1654,"3","2",1,"Daylight",2,"Calderdale",9,2,3,2,14
"968",3,"02/03/2015",740,"6","4",1,"Daylight",6,"Calderdale",9,3,3,2,42
"969",2,"27/02/2015",1700,"4","1",1,"Daylight",1,"Calderdale",9,1,3,2,58
"970",2,"05/03/2015",725,"3","1",1,"Daylight",1,"Calderdale",1,1,3,1,27
"971",3,"06/03/2015",1526,"6","1",1,"Daylight",1,"Calderdale",9,2,3,2,5
"972",1,"07/03/2015",1500,"3","1",1,"Daylight",1,"Calderdale",9,3,2,2,61
"973",1,"07/03/2015",1741,"6","1",4,"Dark",1,"Calderdale",9,3,3,1,9
"974",2,"07/03/2015",2153,"3","1",4,"Dark",1,"Calderdale",9,2,2,2,25
"975",2,"08/03/2015",1610,"6","1",1,"Daylight",1,"Calderdale",9,1,3,2,57
"976",1,"09/03/2015",940,"6","1",1,"Daylight",1,"Calderdale",9,3,3,2,70
"977",2,"10/03/2015",713,"3","1",1,"Daylight",1,"Calderdale",3,1,3,1,42
"978",3,"10/03/2015",1154,"3","1",1,"Daylight",1,"Calderdale",9,1,2,1,82
"979",1,"10/03/2015",1350,"6","1",1,"Daylight",1,"Calderdale",9,3,3,1,20
"980",1,"02/03/2015",1515,"4","2",1,"Daylight",1,"Calderdale",9,3,3,2,29
"981",2,"11/03/2015",1245,"3","2",1,"Daylight",2,"Calderdale",9,1,3,2,51
"982",3,"13/03/2015",845,"1","2",1,"Daylight",1,"Calderdale",9,1,3,2,23
"983",2,"13/03/2015",855,"3","2",1,"Daylight",2,"Calderdale",9,2,3,2,10
"984",2,"13/03/2015",1645,"3","1",1,"Daylight",1,"Calderdale",9,2,3,1,10
"985",1,"15/03/2015",1115,"3","1",1,"Daylight",1,"Calderdale",1,1,3,1,49
"986",2,"15/03/2015",1251,"6","1",1,"Daylight",1,"Calderdale",9,1,3,2,32
"987",2,"15/03/2015",1251,"6","1",1,"Daylight",1,"Calderdale",9,2,3,1,4
"988",2,"15/03/2015",2100,"3","2",4,"Dark",2,"Calderdale",9,3,1,1,48
"989",2,"16/03/2015",1030,"1","1",1,"Daylight",1,"Calderdale",9,1,3,2,34
"990",1,"18/03/2015",1910,"6","1",4,"Dark",1,"Calderdale",9,3,3,2,18
"991",2,"20/03/2015",857,"6","1",1,"Daylight",1,"Calderdale",4,1,2,1,22
"992",2,"20/03/2015",857,"6","1",1,"Daylight",1,"Calderdale",9,1,3,2,36
"993",2,"20/03/2015",1140,"6","1",1,"Daylight",1,"Calderdale",9,1,2,1,71
"994",1,"21/03/2015",1754,"3","1",1,"Daylight",1,"Calderdale",9,3,3,1,32
"995",2,"23/03/2015",1343,"3","1",1,"Daylight",1,"Calderdale",4,1,2,1,55
"996",2,"23/03/2015",1545,"3","1",1,"Daylight",1,"Calderdale",4,1,3,1,61
"997",1,"23/03/2015",1658,"2","1",1,"Daylight",1,"Calderdale",9,3,3,2,12
"998",2,"24/03/2015",815,"6","1",1,"Daylight",1,"Calderdale",1,1,3,1,17
"999",1,"24/03/2015",835,"3","1",1,"Daylight",1,"Calderdale",9,3,3,1,84
"1000",2,"25/03/2015",1620,"3","1",1,"Daylight",1,"Calderdale",1,1,3,1,49
"1001",2,"27/03/2015",1615,"6","1",1,"Daylight",1,"Calderdale",9,1,3,1,24
"1002",3,"28/03/2015",1352,"3","2",1,"Daylight",1,"Calderdale",9,1,3,1,40
"1003",3,"28/03/2015",1352,"3","2",1,"Daylight",1,"Calderdale",9,1,3,1,40
"1004",1,"28/03/2015",1900,"3","2",4,"Dark",2,"Calderdale",9,3,2,1,46
"1005",1,"29/03/2015",1005,"6","2",1,"Daylight",2,"Calderdale",1,1,2,1,66
"1006",1,"29/03/2015",2130,"6","1",4,"Dark",1,"Calderdale",9,3,3,2,23
"1007",1,"30/03/2015",1955,"6","2",6,"",5,"Calderdale",9,1,3,1,65
"1008",1,"31/03/2015",10,"1","5",4,"Dark",5,"Calderdale",9,2,3,2,54
"1009",1,"31/03/2015",1720,"3","2",1,"Daylight",2,"Calderdale",8,3,3,2,37
"1010",2,"01/04/2015",810,"3","2",1,"Daylight",2,"Calderdale",5,1,3,1,45
"1011",2,"01/04/2015",1240,"6","2",1,"Daylight",1,"Calderdale",9,2,3,2,29
"1012",2,"01/04/2015",1240,"6","2",1,"Daylight",1,"Calderdale",9,1,3,2,67
"1013",2,"01/04/2015",1443,"3","2",1,"Daylight",2,"Calderdale",9,1,3,2,84
"1014",1,"02/04/2015",1234,"3","1",1,"Daylight",1,"Calderdale",9,2,3,1,24
"1015",1,"03/04/2015",2100,"3","1",4,"Dark",1,"Calderdale",9,3,2,1,48
"1016",1,"04/04/2015",1425,"6","1",1,"Daylight",1,"Calderdale",9,3,2,1,3
"1017",2,"04/04/2015",1813,"6","1",1,"Daylight",1,"Calderdale",90,1,2,1,32
"1018",2,"04/04/2015",2215,"3","1",4,"Dark",1,"Calderdale",3,1,2,1,25
"1019",1,"05/04/2015",1315,"6","1",1,"Daylight",1,"Calderdale",9,3,3,1,30
"1020",2,"07/04/2015",1619,"4","1",1,"Daylight",1,"Calderdale",1,1,2,2,19
"1021",2,"08/04/2015",1430,"3","1",1,"Daylight",1,"Calderdale",1,1,3,2,9
"1022",2,"09/04/2015",1248,"6","1",1,"Daylight",1,"Calderdale",9,1,3,2,35
"1023",2,"09/04/2015",1248,"6","1",1,"Daylight",1,"Calderdale",9,2,3,1,27
"1024",1,"09/04/2015",1431,"6","1",1,"Daylight",1,"Calderdale",9,3,2,1,8
"1025",1,"10/04/2015",255,"3","1",4,"Dark",1,"Calderdale",9,1,3,2,25
"1026",1,"10/04/2015",255,"3","1",4,"Dark",1,"Calderdale",9,2,3,1,23
"1027",1,"10/04/2015",255,"3","1",4,"Dark",1,"Calderdale",9,2,3,1,23
"1028",1,"10/04/2015",255,"3","1",4,"Dark",1,"Calderdale",9,2,3,2,24
"1029",2,"13/04/2015",725,"3","1",1,"Daylight",1,"Calderdale",3,1,3,1,18
"1030",2,"13/04/2015",1510,"4","1",1,"Daylight",1,"Calderdale",1,1,3,1,51
"1031",2,"14/04/2015",1617,"3","1",1,"Daylight",1,"Calderdale",9,1,3,1,32
"1032",2,"13/04/2015",1730,"6","1",1,"Daylight",1,"Calderdale",90,1,3,1,10
"1033",2,"17/04/2015",719,"3","1",1,"Daylight",1,"Calderdale",2,1,3,2,28
"1034",2,"17/04/2015",1536,"3","1",1,"Daylight",1,"Calderdale",9,1,3,1,39
"1035",2,"20/04/2015",744,"4","1",1,"Daylight",1,"Calderdale",9,1,3,2,24
"1036",2,"20/04/2015",800,"3","1",1,"Daylight",1,"Calderdale",1,1,3,1,28
"1037",1,"21/04/2015",1555,"4","1",1,"Daylight",1,"Calderdale",9,3,3,1,13
"1038",2,"22/04/2015",1527,"6","1",1,"Daylight",1,"Calderdale",9,1,3,1,27
"1039",2,"23/04/2015",745,"3","1",1,"Daylight",1,"Calderdale",9,1,3,2,31
"1040",2,"25/04/2015",920,"6","2",1,"Daylight",2,"Calderdale",3,1,3,2,17
"1041",2,"26/04/2015",9,"3","1",4,"Dark",1,"Calderdale",9,1,3,1,25
"1042",2,"26/04/2015",9,"3","1",4,"Dark",1,"Calderdale",8,2,3,2,32
"1043",2,"26/04/2015",9,"3","1",4,"Dark",1,"Calderdale",8,1,3,1,34
"1044",2,"26/04/2015",9,"3","1",4,"Dark",1,"Calderdale",9,2,3,2,32
"1045",3,"26/04/2015",1500,"3","1",1,"Daylight",1,"Calderdale",9,2,3,2,22
"1046",3,"26/04/2015",1500,"3","1",1,"Daylight",1,"Calderdale",9,2,3,2,20
"1047",1,"27/04/2015",1425,"6","1",1,"Daylight",1,"Calderdale",3,1,3,1,29
"1048",2,"27/04/2015",1644,"3","1",1,"Daylight",1,"Calderdale",1,1,3,1,16
"1049",2,"27/04/2015",1600,"6","1",1,"Daylight",1,"Calderdale",1,1,3,1,19
"1050",1,"01/05/2015",55,"3","1",4,"Dark",1,"Calderdale",9,1,3,1,23
"1051",1,"01/05/2015",55,"3","1",4,"Dark",1,"Calderdale",9,2,3,2,23
"1052",1,"01/05/2015",1840,"3","1",1,"Daylight",1,"Calderdale",9,2,3,2,19
"1053",1,"01/05/2015",1840,"3","1",1,"Daylight",1,"Calderdale",9,2,3,2,19
"1054",1,"01/05/2015",1840,"3","1",1,"Daylight",1,"Calderdale",9,1,3,2,20
"1055",1,"02/05/2015",1145,"6","2",1,"Daylight",2,"Calderdale",9,3,3,2,64
"1056",2,"03/05/2015",720,"1","2",1,"Daylight",2,"Calderdale",19,1,3,1,30
"1057",2,"03/05/2015",936,"3","2",1,"Daylight",2,"Calderdale",9,2,3,2,43
"1058",2,"03/05/2015",1034,"3","2",1,"Daylight",2,"Calderdale",9,1,3,2,31
"1059",2,"03/05/2015",1126,"3","1",1,"Daylight",1,"Calderdale",9,1,3,1,22
"1060",2,"03/05/2015",1126,"3","1",1,"Daylight",1,"Calderdale",9,1,3,1,20
"1061",2,"03/05/2015",1749,"4","1",1,"Daylight",1,"Calderdale",3,1,3,1,32
"1062",2,"04/05/2015",122,"6","1",4,"Dark",1,"Calderdale",9,1,3,1,22
"1063",2,"04/05/2015",122,"6","1",4,"Dark",1,"Calderdale",8,1,3,1,42
"1064",2,"07/05/2015",46,"6","1",4,"Dark",1,"Calderdale",3,1,3,1,19
"1065",2,"08/05/2015",1640,"3","1",1,"Daylight",1,"Calderdale",9,1,3,2,24
"1066",2,"08/05/2015",2102,"6","2",1,"Daylight",5,"Calderdale",9,1,3,1,41
"1067",2,"09/05/2015",2250,"3","1",1,"Daylight",1,"Calderdale",1,1,3,1,43
"1068",2,"09/05/2015",2325,"3","1",7,"Dark",1,"Calderdale",9,1,3,2,60
"1069",2,"10/05/2015",1415,"6","1",1,"Daylight",1,"Calderdale",1,1,3,1,48
"1070",3,"11/05/2015",1733,"1","1",1,"Daylight",1,"Calderdale",9,1,3,2,25
"1071",3,"11/05/2015",1733,"1","1",1,"Daylight",1,"Calderdale",9,1,3,2,39
"1072",2,"13/05/2015",1233,"6","1",1,"Daylight",1,"Calderdale",9,3,3,1,74
"1073",2,"14/05/2015",640,"3","1",1,"Daylight",1,"Calderdale",1,1,3,1,14
"1074",3,"14/05/2015",1015,"6","1",1,"Daylight",1,"Calderdale",9,1,3,2,53
"1075",2,"16/05/2015",830,"6","1",1,"Daylight",1,"Calderdale",9,1,1,1,81
"1076",2,"16/05/2015",830,"6","1",1,"Daylight",1,"Calderdale",9,1,3,1,45
"1077",1,"15/05/2015",1620,"6","1",1,"Daylight",1,"Calderdale",9,3,2,1,11
"1078",1,"16/05/2015",1456,"6","1",1,"Daylight",1,"Calderdale",90,2,2,1,2
"1079",1,"16/05/2015",1905,"6","1",1,"Daylight",1,"Calderdale",9,3,3,1,8
"1080",2,"17/05/2015",1300,"3","1",1,"Daylight",1,"Calderdale",9,2,3,1,29
"1081",2,"17/05/2015",1300,"3","1",1,"Daylight",1,"Calderdale",9,1,3,1,39
"1082",1,"19/05/2015",1519,"6","1",1,"Daylight",1,"Calderdale",9,3,3,1,66
"1083",3,"21/05/2015",1610,"4","1",1,"Daylight",1,"Calderdale",9,1,3,1,18
"1084",3,"21/05/2015",1610,"4","1",1,"Daylight",1,"Calderdale",9,2,3,1,19
"1085",3,"21/05/2015",1610,"4","1",1,"Daylight",1,"Calderdale",9,2,3,2,17
"1086",3,"21/05/2015",1610,"4","1",1,"Daylight",1,"Calderdale",9,2,3,1,19
"1087",3,"21/05/2015",1610,"4","1",1,"Daylight",1,"Calderdale",9,1,3,2,54
"1088",3,"21/05/2015",1610,"4","1",1,"Daylight",1,"Calderdale",9,1,3,1,44
"1089",3,"23/05/2015",1145,"3","1",1,"Daylight",1,"Calderdale",5,1,2,1,27
"1090",1,"25/05/2015",200,"6","1",1,"Daylight",1,"Calderdale",8,3,3,1,25
"1091",3,"26/05/2015",800,"3","1",1,"Daylight",1,"Calderdale",9,1,3,1,21
"1092",1,"26/05/2015",1421,"3","1",1,"Daylight",1,"Calderdale",3,1,3,1,23
"1093",2,"27/05/2015",1300,"6","1",1,"Daylight",1,"Calderdale",9,1,3,1,23
"1094",2,"27/05/2015",1300,"6","1",1,"Daylight",1,"Calderdale",9,2,3,2,18
"1095",2,"28/05/2015",1915,"6","1",1,"Daylight",1,"Calderdale",9,1,3,1,57
"1096",2,"29/05/2015",1908,"6","1",1,"Daylight",1,"Calderdale",9,1,3,1,34
"1097",1,"31/05/2015",150,"6","2",6,"",2,"Calderdale",8,3,3,1,19
"1098",2,"02/05/2015",1215,"3","1",1,"Daylight",1,"Calderdale",5,1,3,1,53
"1099",5,"01/06/2015",600,"1","1",1,"Daylight",1,"Calderdale",9,1,3,1,53
"1100",5,"01/06/2015",600,"1","1",1,"Daylight",1,"Calderdale",9,1,3,1,23
"1101",3,"01/06/2015",1705,"6","2",1,"Daylight",2,"Calderdale",9,1,3,1,19
"1102",3,"01/06/2015",1705,"6","2",1,"Daylight",2,"Calderdale",9,1,3,1,20
"1103",4,"01/06/2015",1900,"3","2",1,"Daylight",5,"Calderdale",9,1,3,1,42
"1104",4,"01/06/2015",1900,"3","2",1,"Daylight",5,"Calderdale",9,1,3,2,41
"1105",4,"01/06/2015",1900,"3","2",1,"Daylight",5,"Calderdale",9,1,3,1,37
"1106",4,"01/06/2015",1900,"3","2",1,"Daylight",5,"Calderdale",9,1,3,1,22
"1107",2,"02/06/2015",810,"3","1",1,"Daylight",1,"Calderdale",5,1,3,1,35
"1108",2,"04/06/2015",1559,"3","1",1,"Daylight",1,"Calderdale",9,1,3,2,47
"1109",2,"04/06/2015",1559,"3","1",1,"Daylight",1,"Calderdale",9,2,3,2,27
"1110",2,"04/06/2015",1559,"3","1",1,"Daylight",1,"Calderdale",9,2,3,2,25
"1111",2,"04/06/2015",1559,"3","1",1,"Daylight",1,"Calderdale",9,2,3,2,60
"1112",2,"04/06/2015",1559,"3","1",1,"Daylight",1,"Calderdale",9,2,3,2,44
"1113",1,"05/06/2015",1542,"6","1",1,"Daylight",1,"Calderdale",9,2,3,2,10
"1114",2,"05/06/2015",1903,"3","1",1,"Daylight",1,"Calderdale",9,1,2,2,34
"1115",2,"05/06/2015",1903,"3","1",1,"Daylight",1,"Calderdale",9,1,3,2,40
"1116",2,"31/05/2015",1005,"3","1",1,"Daylight",1,"Calderdale",1,1,2,1,25
"1117",2,"08/06/2015",1835,"6","1",1,"Daylight",1,"Calderdale",9,3,2,2,9
"1118",2,"08/06/2015",1930,"4","1",1,"Daylight",1,"Calderdale",21,1,3,1,49
"1119",2,"09/06/2015",1710,"3","1",1,"Daylight",1,"Calderdale",4,1,2,2,24
"1120",2,"09/06/2015",1725,"3","1",1,"Daylight",1,"Calderdale",3,1,3,1,42
"1121",2,"10/06/2015",630,"3","1",1,"Daylight",1,"Calderdale",1,1,3,1,43
"1122",2,"12/06/2015",1800,"4","1",1,"Daylight",1,"Calderdale",1,1,3,1,19
"1123",2,"13/06/2015",1110,"6","1",1,"Daylight",1,"Calderdale",9,1,3,1,28
"1124",2,"13/06/2015",1110,"6","1",1,"Daylight",1,"Calderdale",9,2,3,2,29
"1125",3,"13/06/2015",1214,"3","1",1,"Daylight",1,"Calderdale",21,1,3,1,52
"1126",2,"13/06/2015",2050,"6","1",1,"Daylight",1,"Calderdale",9,2,3,2,24
"1127",3,"15/06/2015",1045,"3","1",1,"Daylight",1,"Calderdale",1,1,2,1,42
"1128",2,"16/06/2015",1225,"6","1",1,"Daylight",1,"Calderdale",19,1,3,1,42
"1129",2,"16/06/2015",1343,"3","1",1,"Daylight",1,"Calderdale",19,1,3,1,60
"1130",1,"16/06/2015",1720,"3","1",1,"Daylight",1,"Calderdale",11,2,3,1,3
"1131",2,"17/06/2015",1252,"3","2",1,"Daylight",2,"Calderdale",9,1,3,2,52
"1132",2,"17/06/2015",1252,"3","2",1,"Daylight",2,"Calderdale",9,1,3,2,25
"1133",1,"17/06/2015",1330,"3","2",1,"Daylight",2,"Calderdale",9,3,3,2,30
"1134",2,"18/06/2015",950,"3","1",1,"Daylight",1,"Calderdale",8,1,3,1,50
"1135",2,"18/06/2015",950,"3","1",1,"Daylight",1,"Calderdale",8,2,3,2,44
"1136",2,"18/06/2015",950,"3","1",1,"Daylight",1,"Calderdale",9,1,3,1,28
"1137",2,"18/06/2015",1605,"3","1",1,"Daylight",4,"Calderdale",1,1,3,1,51
"1138",1,"18/06/2015",1715,"6","1",1,"Daylight",1,"Calderdale",9,3,3,2,30
"1139",2,"20/06/2015",1200,"6","2",1,"Daylight",1,"Calderdale",9,1,3,1,36
"1140",1,"20/06/2015",1430,"6","1",1,"Daylight",1,"Calderdale",17,1,3,2,20
"1141",2,"20/06/2015",2305,"6","1",4,"Dark",1,"Calderdale",8,2,3,2,22
"1142",1,"22/06/2015",1850,"6","1",1,"Daylight",1,"Calderdale",4,1,2,1,17
